Gene	MappedGene	Source
Soltu.DM.07G017580	DM8.2_chr07G16440	synteny
Soltu.DM.07G017590	DM8.2_chr07G16450	synteny
Soltu.DM.07G017600	DM8.2_chr07G16460	synteny
Soltu.DM.07G017610	DM8.2_chr07G16480	synteny
Soltu.DM.07G017620	DM8.2_chr07G16500	synteny
Soltu.DM.07G017630	-	-
Soltu.DM.07G017650	DM8.2_chr07G16530	synteny
Soltu.DM.07G017660	DM8.2_chr07G16540	synteny
Soltu.DM.07G017670	-	-
Soltu.DM.07G017680	DM8.2_chr07G16580	synteny
Soltu.DM.07G017690	DM8.2_chr07G16590	synteny
Soltu.DM.07G017700	DM8.2_chr07G16600	synteny
Soltu.DM.07G017710	DM8.2_chr07G16610	synteny
Soltu.DM.07G017720	DM8.2_chr07G16620	synteny
Soltu.DM.07G017730	DM8.2_chr07G16630	synteny
Soltu.DM.07G017740	DM8.2_chr07G16640	synteny
Soltu.DM.07G017750	DM8.2_chr07G16650	synteny
Soltu.DM.07G017760	DM8.2_chr07G16660	synteny
Soltu.DM.07G017780	DM8.2_chr07G16680	synteny
Soltu.DM.07G017790	DM8.2_chr07G16690	synteny
Soltu.DM.07G017800	DM8.2_chr07G16700	synteny
Soltu.DM.07G017810	DM8.2_chr07G16710	synteny
Soltu.DM.07G017820	DM8.2_chr07G16720	synteny
Soltu.DM.07G017830	DM8.2_chr07G16730	synteny
Soltu.DM.07G017840	DM8.2_chr07G16740	synteny
Soltu.DM.07G017850	DM8.2_chr07G16750	synteny
Soltu.DM.07G017860	-	-
Soltu.DM.07G017870	DM8.2_chr07G16770	synteny
Soltu.DM.07G017880	DM8.2_chr07G16780	synteny
Soltu.DM.07G017890	DM8.2_chr07G16800	synteny
Soltu.DM.07G017900	DM8.2_chr07G16810	synteny
Soltu.DM.07G017910	DM8.2_chr07G16830	synteny
Soltu.DM.07G017930	-	-
Soltu.DM.07G017940	-	-
Soltu.DM.07G017950	DM8.2_chr07G16860	synteny
Soltu.DM.07G017960	DM8.2_chr07G16900	synteny
Soltu.DM.07G017970	DM8.2_chr07G16910	synteny
Soltu.DM.07G017990	DM8.2_chr07G16940	synteny
Soltu.DM.07G018000	DM8.2_chr07G16950	synteny
Soltu.DM.07G018010	DM8.2_chr07G16960	synteny
Soltu.DM.07G018020	DM8.2_chr07G16970	synteny
Soltu.DM.07G018030	DM8.2_chr07G16980	synteny
Soltu.DM.07G018040	DM8.2_chr07G16990	synteny
Soltu.DM.07G018050	DM8.2_chr07G17000	synteny
Soltu.DM.07G018060	DM8.2_chr07G17010	synteny
Soltu.DM.07G018070	DM8.2_chr07G17020	synteny
Soltu.DM.07G018090	DM8.2_chr07G17030	synteny
Soltu.DM.07G018100	DM8.2_chr07G17040	synteny
Soltu.DM.07G018110	DM8.2_chr07G17050	synteny
Soltu.DM.07G018120	-	-
Soltu.DM.07G018130	DM8.2_chr07G17060	synteny
Soltu.DM.07G018140	-	-
Soltu.DM.07G018170	-	-
Soltu.DM.07G018180	DM8.2_chr07G17090	synteny
Soltu.DM.07G018190	DM8.2_chr07G17100	synteny
Soltu.DM.07G018200	DM8.2_chr07G17120	synteny
Soltu.DM.07G018210	-	-
Soltu.DM.07G018220	DM8.2_chr07G17180	synteny
Soltu.DM.07G018240	-	-
Soltu.DM.07G018250	-	-
Soltu.DM.07G018260	DM8.2_chr07G17160	synteny
Soltu.DM.07G018270	-	-
Soltu.DM.07G018280	-	-
Soltu.DM.07G018290	DM8.2_chr07G17170	synteny
Soltu.DM.07G018300	-	-
Soltu.DM.07G018310	-	-
Soltu.DM.07G018320	-	-
Soltu.DM.07G018330	-	-
Soltu.DM.07G018340	DM8.2_chr07G17190	synteny
Soltu.DM.07G018350	-	-
Soltu.DM.07G018360	DM8.2_chr07G17210	synteny
Soltu.DM.07G018370	DM8.2_chr07G17220	synteny
Soltu.DM.07G018380	DM8.2_chr07G17230	synteny
Soltu.DM.07G018390	DM8.2_chr07G17240	synteny
Soltu.DM.07G018400	DM8.2_chr07G17250	synteny
Soltu.DM.07G018410	DM8.2_chr07G17270	synteny
Soltu.DM.07G018420	DM8.2_chr07G17280	synteny
Soltu.DM.07G018430	DM8.2_chr07G17290	synteny
Soltu.DM.07G018440	DM8.2_chr07G17300	synteny
Soltu.DM.07G018460	DM8.2_chr07G17310	synteny
Soltu.DM.07G018470	DM8.2_chr07G17320	synteny
Soltu.DM.07G018480	-	-
Soltu.DM.07G018490	DM8.2_chr07G17330	synteny
Soltu.DM.07G018500	DM8.2_chr07G17340	synteny
Soltu.DM.07G018510	DM8.2_chr07G17350	synteny
Soltu.DM.07G018520	DM8.2_chr07G17360	synteny
Soltu.DM.07G018530	DM8.2_chr07G17370	synteny
Soltu.DM.07G018540	DM8.2_chr07G17380	synteny
Soltu.DM.07G018550	-	-
Soltu.DM.07G018560	DM8.2_chr07G17400	synteny
Soltu.DM.07G018570	DM8.2_chr07G17430	synteny
Soltu.DM.07G018580	DM8.2_chr07G17440	synteny
Soltu.DM.07G018590	DM8.2_chr07G17450	synteny
Soltu.DM.07G018600	-	-
Soltu.DM.07G018610	DM8.2_chr07G17480	synteny
Soltu.DM.07G018620	DM8.2_chr07G17490	synteny
Soltu.DM.07G018630	DM8.2_chr07G17500	synteny
Soltu.DM.07G018640	DM8.2_chr07G17520	synteny
Soltu.DM.07G018650	DM8.2_chr07G17530	synteny
Soltu.DM.07G018660	DM8.2_chr07G17540	synteny
Soltu.DM.07G018670	-	-
Soltu.DM.07G018680	DM8.2_chr07G17560	synteny
Soltu.DM.07G018700	DM8.2_chr07G17580	synteny
Soltu.DM.07G018710	DM8.2_chr07G17590	synteny
Soltu.DM.07G018720	DM8.2_chr07G17600	synteny
Soltu.DM.07G018730	DM8.2_chr07G17610	synteny
Soltu.DM.07G018740	-	-
Soltu.DM.07G018750	DM8.2_chr07G17620	synteny
Soltu.DM.07G018760	DM8.2_chr07G17630	synteny
Soltu.DM.07G018770	-	-
Soltu.DM.07G018780	-	-
Soltu.DM.07G018790	DM8.2_chr07G17670	synteny
Soltu.DM.07G018800	-	-
Soltu.DM.07G018810	DM8.2_chr07G17690	synteny
Soltu.DM.07G018820	-	-
Soltu.DM.07G018830	-	-
Soltu.DM.07G018840	-	-
Soltu.DM.07G018850	-	-
Soltu.DM.07G018860	DM8.2_chr07G17700	synteny
Soltu.DM.07G018870	-	-
Soltu.DM.07G018880	-	-
Soltu.DM.07G018900	DM8.2_chr07G17750	synteny
Soltu.DM.07G018910	-	-
Soltu.DM.07G018920	DM8.2_chr07G17770	synteny
Soltu.DM.07G018940	DM8.2_chr07G17790	synteny
Soltu.DM.07G018950	-	-
Soltu.DM.07G018960	-	-
Soltu.DM.07G018970	-	-
Soltu.DM.07G018980	DM8.2_chr07G17840	synteny
Soltu.DM.07G018990	-	-
Soltu.DM.07G019000	DM8.2_chr07G17850	synteny
Soltu.DM.07G019020	DM8.2_chr07G17870	synteny
Soltu.DM.07G019030	DM8.2_chr07G17880	synteny
Soltu.DM.07G019040	DM8.2_chr07G17890	synteny
Soltu.DM.07G019050	DM8.2_chr07G17900	synteny
Soltu.DM.07G019060	DM8.2_chr07G17910	synteny
Soltu.DM.07G019070	DM8.2_chr07G17990	synteny
Soltu.DM.07G019080	DM8.2_chr07G17960	synteny
Soltu.DM.07G019090	-	-
Soltu.DM.07G019100	DM8.2_chr07G18010	synteny
Soltu.DM.07G019110	DM8.2_chr07G18020	synteny
Soltu.DM.07G019120	DM8.2_chr07G18030	synteny
Soltu.DM.07G019130	DM8.2_chr07G18050	synteny
Soltu.DM.07G019140	DM8.2_chr07G18080	synteny
Soltu.DM.07G019150	DM8.2_chr07G18090	synteny
Soltu.DM.07G019160	DM8.2_chr07G18100	synteny
Soltu.DM.07G019180	DM8.2_chr07G18120	synteny
Soltu.DM.07G019190	DM8.2_chr07G18130	synteny
Soltu.DM.07G019200	DM8.2_chr07G18140	synteny
Soltu.DM.07G019210	DM8.2_chr07G18160	synteny
Soltu.DM.07G019220	DM8.2_chr07G18180	synteny
Soltu.DM.07G019240	-	-
Soltu.DM.07G019250	-	-
Soltu.DM.07G019260	-	-
Soltu.DM.07G019270	DM8.2_chr07G18200	synteny
Soltu.DM.07G019280	DM8.2_chr07G18210	synteny
Soltu.DM.07G019290	-	-
Soltu.DM.07G019300	DM8.2_chr07G18220	synteny
Soltu.DM.07G019310	DM8.2_chr07G18230	synteny
Soltu.DM.07G019320	DM8.2_chr07G18240	synteny
Soltu.DM.07G019330	-	-
Soltu.DM.07G019340	-	-
Soltu.DM.07G019350	DM8.2_chr07G18260	synteny
Soltu.DM.07G019360	DM8.2_chr07G18270	synteny
Soltu.DM.07G019370	DM8.2_chr07G18280	synteny
Soltu.DM.07G019380	DM8.2_chr07G18290	synteny
Soltu.DM.07G019390	-	-
Soltu.DM.07G019400	DM8.2_chr07G18300	synteny
Soltu.DM.07G019410	DM8.2_chr07G18310	synteny
Soltu.DM.07G019420	DM8.2_chr07G18320	synteny
Soltu.DM.07G019430	DM8.2_chr07G18330	synteny
Soltu.DM.07G019440	DM8.2_chr07G18340	synteny
Soltu.DM.07G019450	DM8.2_chr07G18350	synteny
Soltu.DM.07G019480	-	-
Soltu.DM.07G019490	-	-
Soltu.DM.07G019500	DM8.2_chr07G18360	synteny
Soltu.DM.07G019510	DM8.2_chr07G18370	synteny
Soltu.DM.07G019520	DM8.2_chr07G18390	synteny
Soltu.DM.07G019530	DM8.2_chr07G18400	synteny
Soltu.DM.07G019540	-	-
Soltu.DM.07G019550	-	-
Soltu.DM.07G019560	-	-
Soltu.DM.07G019570	-	-
Soltu.DM.07G019580	DM8.2_chr07G18410	synteny
Soltu.DM.07G019590	DM8.2_chr07G18450	synteny
Soltu.DM.07G019620	DM8.2_chr07G18490	synteny
Soltu.DM.07G019630	DM8.2_chr07G18500	synteny
Soltu.DM.07G019640	DM8.2_chr07G18510	synteny
Soltu.DM.07G019660	DM8.2_chr07G18530	synteny
Soltu.DM.07G019680	DM8.2_chr07G18540	synteny
Soltu.DM.07G019690	DM8.2_chr07G18550	synteny
Soltu.DM.07G019700	DM8.2_chr07G18560	synteny
Soltu.DM.07G019710	DM8.2_chr07G18570	synteny
Soltu.DM.07G019720	DM8.2_chr07G18580	synteny
Soltu.DM.07G019730	DM8.2_chr07G18590	synteny
Soltu.DM.07G019740	DM8.2_chr07G18610	synteny
Soltu.DM.07G019750	DM8.2_chr07G18620	synteny
Soltu.DM.07G019760	DM8.2_chr07G18640	synteny
Soltu.DM.07G019770	-	-
Soltu.DM.07G019780	DM8.2_chr07G18660	synteny
Soltu.DM.07G019790	DM8.2_chr07G18670	synteny
Soltu.DM.07G019800	DM8.2_chr07G18690	synteny
Soltu.DM.07G019810	DM8.2_chr07G18700	synteny
Soltu.DM.07G019830	DM8.2_chr07G18720	synteny
Soltu.DM.07G019840	DM8.2_chr07G18730	synteny
Soltu.DM.07G019850	DM8.2_chr07G18770	synteny
Soltu.DM.07G019860	DM8.2_chr07G18780	synteny
Soltu.DM.07G019870	DM8.2_chr07G18790	synteny
Soltu.DM.07G019890	DM8.2_chr07G18810	synteny
Soltu.DM.07G019900	DM8.2_chr07G18820	synteny
Soltu.DM.07G019910	DM8.2_chr07G18830	synteny
Soltu.DM.07G019920	DM8.2_chr07G18840	synteny
Soltu.DM.07G019930	DM8.2_chr07G18850	synteny
Soltu.DM.07G019940	DM8.2_chr07G18860	synteny
Soltu.DM.07G019950	DM8.2_chr07G18870	synteny
Soltu.DM.07G019960	DM8.2_chr07G18880	synteny
Soltu.DM.07G019970	DM8.2_chr07G18890	synteny
Soltu.DM.07G019980	DM8.2_chr07G18900	synteny
Soltu.DM.07G019990	DM8.2_chr07G18910	synteny
Soltu.DM.07G020000	DM8.2_chr07G18920	synteny
Soltu.DM.07G020010	DM8.2_chr07G18930	synteny
Soltu.DM.07G020020	DM8.2_chr07G18950	synteny
Soltu.DM.07G020030	DM8.2_chr07G18960	synteny
Soltu.DM.07G020040	DM8.2_chr07G18980	synteny
Soltu.DM.07G020050	DM8.2_chr07G18990	synteny
Soltu.DM.07G020060	DM8.2_chr07G19010	synteny
Soltu.DM.07G020070	DM8.2_chr07G19020	synteny
Soltu.DM.07G020080	DM8.2_chr07G19030	synteny
Soltu.DM.07G020090	DM8.2_chr07G19040	synteny
Soltu.DM.07G020100	DM8.2_chr07G19050	synteny
Soltu.DM.07G020120	DM8.2_chr07G19070	synteny
Soltu.DM.07G020130	-	-
Soltu.DM.07G020140	DM8.2_chr07G19100	synteny
Soltu.DM.07G020150	DM8.2_chr07G19110	synteny
Soltu.DM.07G020160	-	-
Soltu.DM.07G020170	-	-
Soltu.DM.07G020180	DM8.2_chr07G19130	synteny
Soltu.DM.07G020190	DM8.2_chr07G19140	synteny
Soltu.DM.07G020200	DM8.2_chr07G19150	synteny
Soltu.DM.07G020210	DM8.2_chr07G19160	synteny
Soltu.DM.07G020220	DM8.2_chr07G19170	synteny
Soltu.DM.07G020230	DM8.2_chr07G19180	synteny
Soltu.DM.07G020240	DM8.2_chr07G19190	synteny
Soltu.DM.07G020250	DM8.2_chr07G19200	synteny
Soltu.DM.07G020260	DM8.2_chr07G19210	synteny
Soltu.DM.07G020270	DM8.2_chr07G19220	synteny
Soltu.DM.07G020280	DM8.2_chr07G19230	synteny
Soltu.DM.07G020290	DM8.2_chr07G19240	synteny
Soltu.DM.07G020300	DM8.2_chr07G19250	synteny
Soltu.DM.07G020310	DM8.2_chr07G19260	synteny
Soltu.DM.07G020320	DM8.2_chr07G19270	synteny
Soltu.DM.07G020330	DM8.2_chr07G19280	synteny
Soltu.DM.07G020340	DM8.2_chr07G19290	synteny
Soltu.DM.07G020350	DM8.2_chr07G19300	synteny
Soltu.DM.07G020360	DM8.2_chr07G19310	synteny
Soltu.DM.07G020370	DM8.2_chr07G19320	synteny
Soltu.DM.07G020380	DM8.2_chr07G19330	synteny
Soltu.DM.07G020390	DM8.2_chr07G19340	synteny
Soltu.DM.07G020400	DM8.2_chr07G19350	synteny
Soltu.DM.07G020410	DM8.2_chr07G19360	synteny
Soltu.DM.07G020420	DM8.2_chr07G19370	synteny
Soltu.DM.07G020430	DM8.2_chr07G19380	synteny
Soltu.DM.07G020440	DM8.2_chr07G19390	synteny
Soltu.DM.07G020450	DM8.2_chr07G19400	synteny
Soltu.DM.07G020460	DM8.2_chr07G19410	synteny
Soltu.DM.07G020470	DM8.2_chr07G19420	synteny
Soltu.DM.07G020480	-	-
Soltu.DM.07G020490	DM8.2_chr07G19440	synteny
Soltu.DM.07G020500	DM8.2_chr07G19450	synteny
Soltu.DM.07G020510	-	-
Soltu.DM.07G020520	DM8.2_chr07G19460	synteny
Soltu.DM.07G020530	DM8.2_chr07G19430	synteny
Soltu.DM.07G020540	DM8.2_chr07G19480	synteny
Soltu.DM.07G020550	DM8.2_chr07G19490	synteny
Soltu.DM.07G020560	DM8.2_chr07G19510	synteny
Soltu.DM.07G020570	DM8.2_chr07G19520	synteny
Soltu.DM.07G020580	DM8.2_chr07G19530	synteny
Soltu.DM.07G020610	DM8.2_chr07G19540	synteny
Soltu.DM.07G020620	DM8.2_chr07G19550	synteny
Soltu.DM.07G020630	DM8.2_chr07G19560	synteny
Soltu.DM.07G020640	DM8.2_chr07G19570	synteny
Soltu.DM.07G020650	DM8.2_chr07G19580	synteny
Soltu.DM.07G020660	DM8.2_chr07G19590	synteny
Soltu.DM.07G020670	DM8.2_chr07G19600	synteny
Soltu.DM.07G020680	DM8.2_chr07G19610	synteny
Soltu.DM.07G020690	DM8.2_chr07G19640	synteny
Soltu.DM.07G020700	DM8.2_chr07G19630	synteny
Soltu.DM.07G020710	DM8.2_chr07G19650	synteny
Soltu.DM.07G020730	-	-
Soltu.DM.07G020740	DM8.2_chr07G19670	synteny
Soltu.DM.07G020750	-	-
Soltu.DM.07G020760	DM8.2_chr07G19680	synteny
Soltu.DM.07G020770	DM8.2_chr07G19690	synteny
Soltu.DM.07G020780	DM8.2_chr07G19700	synteny
Soltu.DM.07G020790	DM8.2_chr07G19710	synteny
Soltu.DM.07G020800	DM8.2_chr07G19720	synteny
Soltu.DM.07G020810	DM8.2_chr07G19730	synteny
Soltu.DM.07G020820	DM8.2_chr07G19740	synteny
Soltu.DM.07G020830	-	-
Soltu.DM.07G020840	-	-
Soltu.DM.07G020860	-	-
Soltu.DM.07G020870	DM8.2_chr07G19770	synteny
Soltu.DM.07G020890	DM8.2_chr07G19780	synteny
Soltu.DM.07G020900	DM8.2_chr07G19790	synteny
Soltu.DM.07G020910	DM8.2_chr07G19810	synteny
Soltu.DM.07G020920	DM8.2_chr07G19800	synteny
Soltu.DM.07G020930	DM8.2_chr07G19820	synteny
Soltu.DM.07G020940	DM8.2_chr07G19830	synteny
Soltu.DM.07G020950	DM8.2_chr07G19840	synteny
Soltu.DM.07G020960	DM8.2_chr07G19850	synteny
Soltu.DM.07G020970	DM8.2_chr07G19860	synteny
Soltu.DM.07G020980	DM8.2_chr07G19870	synteny
Soltu.DM.07G020990	DM8.2_chr07G19880	synteny
Soltu.DM.07G021000	DM8.2_chr07G19890	synteny
Soltu.DM.07G021010	DM8.2_chr07G19900	synteny
Soltu.DM.07G021020	DM8.2_chr07G19910	synteny
Soltu.DM.07G021030	-	-
Soltu.DM.07G021040	DM8.2_chr07G19920	synteny
Soltu.DM.07G021050	DM8.2_chr07G19930	synteny
Soltu.DM.07G021060	DM8.2_chr07G19940	synteny
Soltu.DM.07G021070	DM8.2_chr07G19950	synteny
Soltu.DM.07G021080	DM8.2_chr07G19960	synteny
Soltu.DM.07G021090	DM8.2_chr07G19970	synteny
Soltu.DM.07G021100	DM8.2_chr07G19980	synteny
Soltu.DM.07G021110	DM8.2_chr07G19990	synteny
Soltu.DM.07G021120	-	-
Soltu.DM.07G021130	DM8.2_chr07G20000	synteny
Soltu.DM.07G021140	DM8.2_chr07G20010	synteny
Soltu.DM.07G021150	DM8.2_chr07G20020	synteny
Soltu.DM.07G021160	DM8.2_chr07G20030	synteny
Soltu.DM.07G021170	DM8.2_chr07G20040	synteny
Soltu.DM.07G021190	DM8.2_chr07G20050	synteny
Soltu.DM.07G021200	-	-
Soltu.DM.07G021210	DM8.2_chr07G20060	synteny
Soltu.DM.07G021250	-	-
Soltu.DM.07G021260	-	-
Soltu.DM.07G021270	DM8.2_chr07G20120	synteny
Soltu.DM.07G021290	-	-
Soltu.DM.07G021300	DM8.2_chr07G20140	synteny
Soltu.DM.07G021310	DM8.2_chr07G20150	synteny
Soltu.DM.07G021320	-	-
Soltu.DM.07G021330	-	-
Soltu.DM.07G021340	-	-
Soltu.DM.07G021350	-	-
Soltu.DM.07G021360	-	-
Soltu.DM.07G021370	-	-
Soltu.DM.07G021380	-	-
Soltu.DM.07G021390	-	-
Soltu.DM.07G021400	DM8.2_chr07G20230	synteny
Soltu.DM.07G021410	-	-
Soltu.DM.07G021430	DM8.2_chr07G20250	synteny
Soltu.DM.07G021440	-	-
Soltu.DM.07G021450	DM8.2_chr07G20170	synteny
Soltu.DM.07G021460	-	-
Soltu.DM.07G021470	DM8.2_chr07G20210	synteny
Soltu.DM.07G021480	-	-
Soltu.DM.07G021490	DM8.2_chr07G20290	synteny
Soltu.DM.07G021500	DM8.2_chr07G20300	synteny
Soltu.DM.07G021510	DM8.2_chr07G20310	synteny
Soltu.DM.07G021520	-	-
Soltu.DM.07G021530	-	-
Soltu.DM.07G021540	DM8.2_chr07G20340	synteny
Soltu.DM.07G021550	DM8.2_chr07G20350	synteny
Soltu.DM.07G021560	-	-
Soltu.DM.07G021580	DM8.2_chr07G20360	synteny
Soltu.DM.07G021600	-	-
Soltu.DM.07G021610	-	-
Soltu.DM.07G021620	-	-
Soltu.DM.07G021630	DM8.2_chr07G20390	synteny
Soltu.DM.07G021640	DM8.2_chr07G20400	synteny
Soltu.DM.07G021650	DM8.2_chr07G20410	synteny
Soltu.DM.07G021660	DM8.2_chr07G20420	synteny
Soltu.DM.07G021670	DM8.2_chr07G20430	synteny
Soltu.DM.07G021680	DM8.2_chr07G20440	synteny
Soltu.DM.07G021690	DM8.2_chr07G20460	synteny
Soltu.DM.07G021700	DM8.2_chr07G20470	synteny
Soltu.DM.07G021710	DM8.2_chr07G20480	synteny
Soltu.DM.07G021720	DM8.2_chr07G20490	synteny
Soltu.DM.07G021730	DM8.2_chr07G20500	synteny
Soltu.DM.07G021740	-	-
Soltu.DM.07G021750	-	-
Soltu.DM.07G021790	DM8.2_chr07G20510	synteny
Soltu.DM.07G021800	DM8.2_chr07G20550	synteny
Soltu.DM.07G021810	-	-
Soltu.DM.07G021820	DM8.2_chr07G20560	synteny
Soltu.DM.07G021830	DM8.2_chr07G20570	synteny
Soltu.DM.07G021840	DM8.2_chr07G20580	synteny
Soltu.DM.07G021850	-	-
Soltu.DM.07G021860	-	-
Soltu.DM.07G021870	DM8.2_chr07G20600	synteny
Soltu.DM.07G021880	DM8.2_chr07G20610	synteny
Soltu.DM.07G021890	DM8.2_chr07G20620	synteny
Soltu.DM.07G021900	DM8.2_chr07G20630	synteny
Soltu.DM.07G021910	DM8.2_chr07G20640	synteny
Soltu.DM.07G021920	DM8.2_chr07G20650	synteny
Soltu.DM.07G021930	DM8.2_chr07G20660	synteny
Soltu.DM.07G021940	DM8.2_chr07G20670	synteny
Soltu.DM.07G021950	DM8.2_chr07G20680	synteny
Soltu.DM.07G021960	DM8.2_chr07G20690	synteny
Soltu.DM.07G021970	DM8.2_chr07G20700	synteny
Soltu.DM.07G021980	DM8.2_chr07G20710	synteny
Soltu.DM.07G021990	DM8.2_chr07G20720	synteny
Soltu.DM.07G022000	-	-
Soltu.DM.07G022010	DM8.2_chr07G20740	synteny
Soltu.DM.07G022020	DM8.2_chr07G20760	synteny
Soltu.DM.07G022030	DM8.2_chr07G20770	synteny
Soltu.DM.07G022040	DM8.2_chr07G20780	synteny
Soltu.DM.07G022050	DM8.2_chr07G20790	synteny
Soltu.DM.07G022060	DM8.2_chr07G20800	synteny
Soltu.DM.07G022070	DM8.2_chr07G20810	synteny
Soltu.DM.07G022080	DM8.2_chr07G20820	synteny
Soltu.DM.07G022090	DM8.2_chr07G20830	synteny
Soltu.DM.07G022100	-	-
Soltu.DM.07G022110	DM8.2_chr07G20860	synteny
Soltu.DM.07G022130	DM8.2_chr07G20880	synteny
Soltu.DM.07G022140	DM8.2_chr07G20890	synteny
Soltu.DM.07G022150	DM8.2_chr07G20900	synteny
Soltu.DM.07G022160	DM8.2_chr07G20910	synteny
Soltu.DM.07G022170	-	-
Soltu.DM.07G022180	DM8.2_chr07G20930	synteny
Soltu.DM.07G022190	DM8.2_chr07G20920	synteny
Soltu.DM.07G022200	-	-
Soltu.DM.07G022210	-	-
Soltu.DM.07G022220	DM8.2_chr07G20950	synteny
Soltu.DM.07G022230	-	-
Soltu.DM.07G022260	DM8.2_chr07G20960	synteny
Soltu.DM.07G022270	DM8.2_chr07G20970	synteny
Soltu.DM.07G022280	DM8.2_chr12G01400	(identity: 98.1%)
Soltu.DM.07G022290	DM8.2_chr07G20990	synteny
Soltu.DM.07G022300	DM8.2_chr07G21010	synteny
Soltu.DM.07G022310	DM8.2_chr07G21020	synteny
Soltu.DM.07G022330	DM8.2_chr07G21050	synteny
Soltu.DM.07G022340	DM8.2_chr07G21070	synteny
Soltu.DM.07G022350	DM8.2_chr07G21080	synteny
Soltu.DM.07G022360	DM8.2_chr07G21090	synteny
Soltu.DM.07G022370	DM8.2_chr07G21100	synteny
Soltu.DM.07G022380	DM8.2_chr07G21110	synteny
Soltu.DM.07G022390	DM8.2_chr07G21130	synteny
Soltu.DM.07G022400	DM8.2_chr07G21140	synteny
Soltu.DM.07G022410	DM8.2_chr07G21150	synteny
Soltu.DM.07G022420	DM8.2_chr07G21160	synteny
Soltu.DM.07G022430	DM8.2_chr07G21170	synteny
Soltu.DM.07G022440	-	-
Soltu.DM.07G022450	-	-
Soltu.DM.07G022460	-	-
Soltu.DM.07G022470	DM8.2_chr07G21180	synteny
Soltu.DM.07G022490	-	-
Soltu.DM.07G022500	-	-
Soltu.DM.07G022510	-	-
Soltu.DM.07G022520	-	-
Soltu.DM.07G022530	-	-
Soltu.DM.07G022540	-	-
Soltu.DM.07G022550	-	-
Soltu.DM.07G022560	-	-
Soltu.DM.07G022570	DM8.2_chr07G21250	synteny
Soltu.DM.07G022580	DM8.2_chr07G21260	synteny
Soltu.DM.07G022590	DM8.2_chr07G21280	synteny
Soltu.DM.07G022600	DM8.2_chr07G21290	synteny
Soltu.DM.07G022620	DM8.2_chr07G21300	synteny
Soltu.DM.07G022630	DM8.2_chr07G21310	synteny
Soltu.DM.07G022640	DM8.2_chr07G21320	synteny
Soltu.DM.07G022650	DM8.2_chr07G21330	synteny
Soltu.DM.07G022660	DM8.2_chr07G21340	synteny
Soltu.DM.07G022670	DM8.2_chr07G21350	synteny
Soltu.DM.07G022680	DM8.2_chr07G21360	synteny
Soltu.DM.07G022690	DM8.2_chr07G21370	synteny
Soltu.DM.07G022700	DM8.2_chr07G21380	synteny
Soltu.DM.07G022710	-	-
Soltu.DM.07G022720	-	-
Soltu.DM.07G022730	-	-
Soltu.DM.07G022740	DM8.2_chr07G21420	synteny
Soltu.DM.07G022750	-	-
Soltu.DM.07G022760	DM8.2_chr07G21450	synteny
Soltu.DM.07G022770	-	-
Soltu.DM.07G022780	DM8.2_chr07G21440	synteny
Soltu.DM.07G022790	DM8.2_chr07G21480	synteny
Soltu.DM.07G022800	DM8.2_chr07G21430	synteny
Soltu.DM.07G022810	-	-
Soltu.DM.07G022820	DM8.2_chr07G21500	synteny
Soltu.DM.07G022830	-	-
Soltu.DM.07G022840	DM8.2_chr07G21510	synteny
Soltu.DM.07G022850	DM8.2_chr07G21520	synteny
Soltu.DM.07G022860	-	-
Soltu.DM.07G022920	DM8.2_chr07G21570	synteny
Soltu.DM.07G022970	-	-
Soltu.DM.07G022980	DM8.2_chr07G21600	synteny
Soltu.DM.07G023000	DM8.2_chr07G21620	synteny
Soltu.DM.07G023020	DM8.2_chr07G21640	synteny
Soltu.DM.07G023030	DM8.2_chr07G21650	synteny
Soltu.DM.07G023040	-	-
Soltu.DM.07G023050	DM8.2_chr07G21670	synteny
Soltu.DM.07G023060	-	-
Soltu.DM.07G023080	DM8.2_chr07G21700	synteny
Soltu.DM.07G023090	DM8.2_chr07G21680	synteny
Soltu.DM.07G023100	DM8.2_chr07G21720	synteny
Soltu.DM.07G023110	DM8.2_chr07G21730	synteny
Soltu.DM.07G023120	DM8.2_chr07G21740	synteny
Soltu.DM.07G023130	DM8.2_chr07G21750	synteny
Soltu.DM.07G023140	DM8.2_chr07G21760	synteny
Soltu.DM.07G023150	DM8.2_chr07G21780	synteny
Soltu.DM.07G023160	DM8.2_chr07G21790	synteny
Soltu.DM.07G023170	DM8.2_chr07G21800	synteny
Soltu.DM.07G023180	DM8.2_chr07G21810	synteny
Soltu.DM.07G023190	DM8.2_chr07G21820	synteny
Soltu.DM.07G023200	DM8.2_chr07G21830	synteny
Soltu.DM.07G023220	DM8.2_chr07G21850	synteny
Soltu.DM.07G023230	-	-
Soltu.DM.07G023240	DM8.2_chr07G21860	synteny
Soltu.DM.07G023250	DM8.2_chr07G21870	synteny
Soltu.DM.07G023260	DM8.2_chr07G21880	synteny
Soltu.DM.07G023270	DM8.2_chr07G21890	synteny
Soltu.DM.07G023280	DM8.2_chr07G21900	synteny
Soltu.DM.07G023290	DM8.2_chr07G21910	synteny
Soltu.DM.07G023300	DM8.2_chr07G21920	synteny
Soltu.DM.07G023310	DM8.2_chr07G21930	synteny
Soltu.DM.07G023320	DM8.2_chr07G21940	synteny
Soltu.DM.07G023330	DM8.2_chr07G21950	synteny
Soltu.DM.07G023340	DM8.2_chr07G21960	synteny
